id,neighborhood,property_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,rating,superhost,response_time,minimum_nights,maximum_nights,latitude,longitude
14361406,Takoma,House,1,1.0,1,40,0,0,96.0,0,within a few hours,3,1125,38.96598,-77.02978
14368568,Cleveland Park,House,2,1.0,1,90,0,25,99.0,1,within an hour,1,10,38.927,-77.06888000000002
14373299,Union Station,Apartment,4,1.5,1,135,150,79,98.0,1,within an hour,1,1125,38.89871,-77.00289000000002
14374409,Howard University,Apartment,5,1.0,2,190,225,80,99.0,1,within an hour,2,1125,38.91657,-77.0258
14388916,Capitol Hill,Townhouse,2,1.0,1,75,250,40,97.0,1,within a few hours,1,1125,38.87822,-76.98786
14395461,Shaw,Apartment,6,1.0,1,100,100,40,96.0,0,within an hour,2,14,38.91266,-77.01902
14396529,Takoma,Guest suite,3,1.0,1,68,100,75,97.0,0,within a day,1,1125,38.95518,-77.00787
14404658,Shaw,House,7,2.5,4,400,500,200,100.0,0,,2,9,38.91107,-77.02832
14405259,Kalorama Heights,Apartment,2,1.0,1,119,150,65,97.0,0,within an hour,3,1125,38.92401,-77.04168
14405694,Union Station,Apartment,4,1.0,1,105,200,55,96.0,0,within a day,2,1125,38.89852,-77.00275
14406086,West End,Townhouse,3,2.0,2,170,0,75,96.0,0,within an hour,2,60,38.90234,-77.05171
14407693,Howard University,Townhouse,2,1.5,1,70,0,25,100.0,0,,1,7,38.91883,-77.03399999999998
14415143,Takoma,Apartment,3,1.0,1,75,200,30,,0,,1,1125,38.95687,-77.0152
14421376,Downtown,Apartment,2,1.5,1,100,0,0,100.0,0,,1,1125,38.90426,-77.02592
14423542,Downtown,Apartment,5,2.0,2,999,0,109,87.0,0,within an hour,1,1125,38.89656,-77.02303
14426673,Edgewood,Townhouse,10,3.0,4,495,2000,200,96.0,0,within an hour,2,1125,38.91034000000001,-77.01581999999998
14426998,Shaw,Townhouse,12,3.0,4,495,2000,220,98.0,0,within an hour,4,1125,38.91032,-77.01716
14430336,Edgewood,House,2,1.5,1,59,0,25,90.0,0,,1,7,38.91666,-77.00966
14430518,Columbia Heights,Bed and breakfast,1,2.0,1,60,0,43,97.0,1,within an hour,1,89,38.93208,-77.04225
14444125,Ivy City,Apartment,6,1.0,2,120,0,100,92.0,0,within an hour,1,1125,38.90143,-76.98701
14444701,Edgewood,Apartment,6,2.0,2,349,250,45,98.0,0,within an hour,2,100,38.92058,-77.01312
14446252,Brookland,Apartment,2,1.0,1,70,0,50,96.0,0,within a day,4,1125,38.92682,-76.99167
14447623,Capitol Hill,House,4,1.0,0,189,0,80,100.0,0,within an hour,3,30,38.89188,-76.99467
14468336,Downtown,Apartment,3,1.0,1,100,0,35,100.0,0,,1,1125,38.90636,-77.00949
14469019,Ivy City,Apartment,2,1.0,1,125,500,35,84.0,0,,2,1125,38.90591,-76.98966999999998
14469294,Capitol Hill,Apartment,4,1.0,1,80,0,0,100.0,0,,2,26,38.88962,-76.99523
14472528,Brightwood Park,House,12,3.0,5,350,300,200,95.0,1,within a few hours,2,1125,38.95537,-77.02956
14472670,Howard University,Apartment,8,2.5,4,300,500,150,100.0,0,within an hour,3,1125,38.91662,-77.01955
14474046,Union Station,Townhouse,4,1.5,2,165,250,50,100.0,0,,3,1125,38.89683,-76.98640999999998
14483603,Union Station,Apartment,3,1.0,1,137,0,0,90.0,0,,1,1125,38.90445,-77.00699
14487218,Union Station,House,6,1.0,2,144,250,120,94.0,1,within a few hours,3,1125,38.90307,-77.00034000000002
14501592,Edgewood,Guest suite,6,1.0,2,129,100,90,97.0,1,within an hour,2,400,38.91997,-77.01032
14506047,River Terrace,House,9,3.0,4,199,200,110,94.0,0,within a few hours,2,1125,38.8861,-76.94744
14507861,Capitol Hill,House,12,3.0,4,5995,0,350,,0,within a day,5,1125,38.88389,-77.00596
14520972,Downtown,Guesthouse,1,1.0,1,69,0,50,93.0,1,within an hour,2,365,38.90446,-77.02750999999998
14521243,Edgewood,House,1,1.0,1,40,0,10,86.0,0,within a few hours,1,90,38.91338,-77.00917
14525485,Shaw,Apartment,5,1.0,2,180,0,60,95.0,0,within an hour,2,90,38.90579,-77.01901
14532294,Howard University,Apartment,4,2.5,2,180,0,100,99.0,1,within an hour,2,1125,38.91825,-77.02609
14544461,Twining,Apartment,2,1.0,1,57,100,35,93.0,0,within an hour,1,90,38.86925,-76.96679
14548071,Brightwood Park,Apartment,4,1.0,1,77,0,50,100.0,0,,85,365,38.9398,-77.02673
14551465,Capitol Hill,Apartment,2,1.0,1,250,500,150,100.0,0,,3,360,38.88949,-76.99906999999997
14552591,Capitol Hill,Apartment,4,1.0,1,99,200,75,98.0,0,within an hour,1,29,38.88711,-76.9798
14555537,Shaw,House,8,2.5,3,339,299,135,98.0,1,within an hour,3,1125,38.90937,-77.02599000000002
14563049,Union Station,House,4,1.0,1,135,0,70,100.0,0,within a day,2,1125,38.90246,-77.00294
14567590,Edgewood,Apartment,1,1.0,1,100,5000,150,96.0,0,,31,365,38.92111,-77.00152
14570483,Shaw,Townhouse,5,2.5,3,225,0,0,100.0,0,,9,1125,38.91146,-77.01875
14576410,Dupont Circle,Apartment,4,2.0,2,225,200,75,100.0,1,within an hour,2,1125,38.91377,-77.03783
14576717,Capitol Hill,Apartment,4,1.0,2,165,500,100,96.0,1,within a few hours,5,90,38.88624,-77.00033
14583482,Brightwood Park,Townhouse,2,1.0,1,55,0,0,96.0,0,,2,15,38.95304,-77.02223000000002
14589571,Shaw,Apartment,2,1.0,1,71,250,60,94.0,0,within an hour,1,30,38.91131,-77.02113
14590973,Howard University,House,10,1.5,3,300,500,130,97.0,0,within an hour,2,180,38.91482,-77.02721
14594639,Cleveland Park,Apartment,4,1.0,0,125,0,19,95.0,0,,2,1125,38.93661,-77.05881
14600054,North Michigan Park,Guest suite,2,1.0,1,55,0,25,91.0,0,within an hour,4,120,38.95002,-76.9973
14613890,Columbia Heights,Apartment,2,1.0,0,70,0,20,96.0,0,within a day,6,1125,38.93624000000001,-77.03314
14615544,Capitol Hill,Townhouse,5,1.5,2,250,0,100,100.0,0,,1,5,38.88539,-76.98061
14629317,North Michigan Park,Townhouse,4,1.0,1,71,0,30,98.0,0,within a few hours,1,1125,38.94095,-76.98673000000002
14635384,Edgewood,Apartment,6,1.0,2,118,200,69,96.0,1,within an hour,2,1125,38.90833,-77.00692
14647455,Union Station,Apartment,4,2.0,2,420,0,65,,0,,15,21,38.89539,-77.00031
14655441,Howard University,Apartment,2,1.0,1,90,0,30,97.0,0,,3,1125,38.91582,-77.02611999999998
14667614,Brookland,Townhouse,2,1.0,1,90,0,29,100.0,0,,2,7,38.9291,-76.99096999999998
14670482,Ivy City,Townhouse,2,1.5,1,40,0,28,97.0,1,within an hour,1,1125,38.90539,-76.98772
14680276,Edgewood,Apartment,2,1.0,1,99,0,15,97.0,0,,2,1125,38.92166,-77.00797
14685847,Columbia Heights,Apartment,6,1.0,2,137,200,65,99.0,1,within an hour,2,1125,38.93296,-77.03996
14705753,Dupont Circle,Apartment,2,1.0,1,44,0,0,93.0,0,,1,20,38.90948,-77.03913
14740784,Columbia Heights,Bed and breakfast,1,2.0,1,55,0,33,98.0,1,within an hour,1,89,38.93208,-77.04225
14744997,Shaw,Loft,2,1.0,1,70,0,0,97.0,0,,2,1125,38.90735,-77.02863
14748391,Brightwood Park,Townhouse,2,1.5,1,80,100,40,100.0,1,within a few hours,2,20,38.93882,-77.01751999999998
14767156,Howard University,Apartment,2,1.0,1,60,0,0,,0,,2,1125,38.91962,-77.03395
14768793,Columbia Heights,Condominium,2,1.0,1,82,100,50,95.0,0,within an hour,1,35,38.93157,-77.02811
14771671,Edgewood,House,1,1.0,1,40,0,10,86.0,0,within a few hours,1,90,38.91343,-77.01033000000002
14772517,Brightwood Park,Guest suite,3,1.0,2,70,210,110,75.0,0,,4,28,38.95475,-77.01756
14781723,Union Station,Guest suite,4,1.0,1,99,0,75,97.0,0,within an hour,2,1125,38.89754,-76.99812
14784440,Howard University,Apartment,4,1.0,0,125,0,0,89.0,0,,2,1125,38.91867,-77.03437
14803652,Edgewood,House,6,1.5,3,150,0,0,,0,,2,10,38.92612,-77.00748
14805243,Dupont Circle,Apartment,4,1.0,2,150,0,75,98.0,1,within an hour,1,1125,38.91139,-77.03941
14808493,Kalorama Heights,Apartment,4,1.0,2,150,0,90,98.0,1,within an hour,2,90,38.9206,-77.04625
14821003,Capitol Hill,Townhouse,8,2.5,2,300,300,75,94.0,0,,1,1125,38.87928,-76.98809
14838802,Woodridge,Townhouse,2,1.0,1,175,0,50,,0,,1,1125,38.92388,-76.95096
14839639,Capitol Hill,Apartment,4,1.5,1,180,0,60,98.0,1,within an hour,3,45,38.88948,-76.99145
14856382,Brookland,Townhouse,2,1.5,1,59,0,0,96.0,0,,1,1125,38.92271,-76.97958
14860105,Howard University,Townhouse,2,1.0,1,84,100,25,98.0,1,within a few hours,1,30,38.91605,-77.01992
14865465,Kalorama Heights,Apartment,5,1.0,0,130,0,45,96.0,1,within a few hours,2,90,38.9221,-77.04262
14873325,Union Station,Townhouse,2,1.5,1,60,0,15,97.0,0,,1,1125,38.89642,-76.98615
14886854,Howard University,Townhouse,6,2.0,3,309,2000,100,99.0,0,,28,1124,38.91561,-77.02020999999998
14890121,Brightwood Park,Apartment,4,2.0,2,221,100,85,100.0,1,within an hour,2,1125,38.93926,-77.01858
14893473,Union Station,Apartment,5,1.0,2,184,200,75,97.0,0,,2,8,38.90487,-77.00695999999998
14898419,Capitol Hill,House,8,2.5,2,250,0,150,,0,,200,700,38.88189000000001,-76.98704000000002
14899604,Brightwood Park,Apartment,3,1.0,0,95,0,65,93.0,0,,30,1125,38.9402,-77.0169
14907046,Capitol Hill,Townhouse,2,1.5,1,90,0,0,95.0,0,a few days or more,1,7,38.8811,-76.98756999999998
14912655,Shaw,Condominium,2,1.0,0,159,250,50,100.0,1,within an hour,4,29,38.91057,-77.02866
14915116,Ivy City,House,2,1.0,1,39,0,150,98.0,0,within an hour,4,90,38.90653,-76.98680999999998
14926186,Brookland,House,4,1.0,2,99,300,75,96.0,1,within an hour,2,1125,38.92168,-76.99101999999998
14932776,Union Station,Apartment,2,1.0,1,100,0,0,93.0,0,within an hour,2,1125,38.89947,-76.9958
14933467,Union Station,Townhouse,15,3.5,4,520,1000,215,93.0,0,within an hour,2,1125,38.90189,-77.00032
14934043,Union Station,Apartment,2,1.0,1,55,0,0,92.0,0,,1,10,38.89739,-76.98124
14944917,Capitol Hill,Apartment,4,1.0,1,135,0,50,98.0,1,within an hour,3,1125,38.88904,-76.98639
14945062,Columbia Heights,Apartment,6,2.0,2,150,0,75,98.0,1,within an hour,2,1124,38.93129,-77.03035
14945987,Columbia Heights,Townhouse,2,1.0,1,260,0,40,97.0,0,within a day,2,1125,38.92985,-77.04007
14946599,Kalorama Heights,Guesthouse,1,11.0,1,25,300,0,97.0,1,within an hour,1,31,38.9212,-77.04136
14947884,Kalorama Heights,Apartment,2,1.0,0,100,500,25,92.0,0,,3,1125,38.92223,-77.04224
14950152,Georgetown,Townhouse,2,1.5,1,125,0,0,99.0,0,,2,1125,38.90511,-77.0591
14959218,Hawthorne,House,10,3.5,4,380,500,200,97.0,1,within an hour,3,1125,38.96095,-77.07146999999998
14981562,Columbia Heights,House,1,1.5,1,75,0,160,91.0,0,within a few hours,5,365,38.92316,-77.02958000000002
14982432,Friendship Heights,House,7,2.0,4,275,0,125,90.0,0,within a day,3,1125,38.94964,-77.08912
14995107,Cathedral Heights,Apartment,2,1.0,1,76,0,0,100.0,0,within an hour,25,235,38.92579,-77.07255
14999877,Dupont Circle,Apartment,2,1.0,1,100,0,0,,0,,27,31,38.91706,-77.03586999999997
15005151,Shaw,Apartment,2,1.0,1,85,0,0,100.0,0,,2,1125,38.90693,-77.02884
15006184,Edgewood,House,2,2.5,4,1000,2000,0,,0,,1,7,38.91914000000001,-77.01196
15008073,Dupont Circle,Townhouse,2,1.0,1,100,0,50,99.0,0,,2,14,38.9141,-77.04323000000002
15014312,Union Station,Townhouse,4,1.0,1,159,200,79,97.0,1,within an hour,2,365,38.90387,-76.99821
15027212,Dupont Circle,Apartment,4,1.0,2,50,250,99,98.0,1,within an hour,2,30,38.91518,-77.03979
15043824,Shaw,Serviced apartment,6,2.0,2,299,500,115,80.0,0,within an hour,3,1125,38.90789,-77.03206
15044129,Shaw,Serviced apartment,5,2.0,2,299,0,115,100.0,0,within an hour,3,1125,38.90762,-77.03177
15054295,Dupont Circle,Apartment,3,1.0,0,148,0,30,97.0,1,within an hour,1,1125,38.91395,-77.04088
15054700,Georgetown,House,8,6.5,4,10000,0,0,,0,,4,5,38.90886,-77.06906
15056172,Kalorama Heights,Apartment,4,1.0,1,65,500,25,100.0,0,,2,1125,38.92234000000001,-77.04081
15058397,Edgewood,Apartment,4,1.0,1,115,100,40,100.0,1,within an hour,2,1125,38.91699000000001,-77.01024
15060731,Capitol Hill,Townhouse,12,4.0,5,750,500,185,98.0,1,within an hour,2,1125,38.88728,-76.99942
15064738,Dupont Circle,Guest suite,2,1.0,0,98,0,25,96.0,1,within an hour,1,1125,38.91332,-77.0402
15073524,Capitol Hill,House,6,2.5,3,875,250,120,,0,,3,1125,38.8916,-76.99228000000002
15080581,Union Station,Apartment,4,1.0,1,115,0,30,100.0,1,within an hour,3,1125,38.89445,-76.99712
15081446,Capitol View,House,8,2.5,3,170,150,110,92.0,0,within an hour,2,1125,38.88796,-76.91875
15085371,Union Station,Apartment,2,1.0,1,58,150,65,96.0,0,within an hour,3,59,38.89959,-76.99415
15087006,Capitol Hill,Apartment,4,1.0,1,125,250,70,,0,,1,10,38.88661,-76.99886
15092261,Brightwood Park,Townhouse,8,1.5,3,250,150,125,99.0,0,,2,21,38.93927,-77.03089
15095917,Union Station,House,2,1.5,1,100,0,0,90.0,0,within an hour,3,14,38.89719,-76.9893
15099055,Dupont Circle,Apartment,2,1.0,1,175,0,0,,0,,4,1125,38.91174,-77.04495
15109337,Dupont Circle,Apartment,2,1.0,1,43,100,20,100.0,0,,1,10,38.91569000000001,-77.03786
15109650,Douglas,Townhouse,2,1.5,1,44,100,20,95.0,0,within an hour,2,180,38.84212,-76.97663
15111597,Union Station,House,2,1.0,1,2800,200,30,,0,,2,1125,38.8963,-76.99594
15112210,Howard University,Townhouse,6,2.5,2,251,500,140,100.0,1,within an hour,3,1125,38.91921,-77.02899000000002
15113033,West End,Apartment,2,1.0,1,65,0,30,97.0,0,,2,1125,38.8966,-77.05125
15113669,Edgewood,Apartment,3,1.0,1,74,100,50,97.0,0,within an hour,3,7,38.92083,-77.00032
15114749,Edgewood,Condominium,4,1.0,2,100,100,45,100.0,0,,2,13,38.92891,-77.00813000000002
15115566,Union Station,House,10,2.5,3,300,0,100,98.0,0,within a day,2,1125,38.89914,-76.9956
15131639,Shaw,Apartment,3,1.0,1,110,300,80,99.0,1,within an hour,2,1125,38.91323,-77.01853
15132389,Union Station,Apartment,5,1.0,1,95,0,0,97.0,0,,4,1125,38.8944,-76.98267
15143237,Edgewood,Guest suite,4,1.0,1,100,0,35,97.0,1,,2,45,38.92581,-77.00737
15149244,Southwest Employment Area,Townhouse,2,1.0,1,90,0,35,99.0,1,within an hour,1,1125,38.88224,-77.02215
15155205,Dupont Circle,Apartment,2,1.0,0,89,0,0,100.0,0,,2,1125,38.90942,-77.04005
15156334,Edgewood,House,10,2.5,3,300,500,150,91.0,0,within an hour,3,1125,38.91094,-77.01019000000002
15163368,Near Southeast,Townhouse,2,1.0,1,280,0,30,98.0,1,,2,31,38.8794,-76.99923000000003
15165917,Columbia Heights,Apartment,2,2.5,1,65,0,20,89.0,0,within an hour,1,350,38.92726,-77.02358000000002
15171376,Brightwood Park,Apartment,4,1.0,1,94,199,68,98.0,1,within an hour,2,28,38.95487,-77.03524
15176149,Dupont Circle,Condominium,2,1.0,0,120,200,60,100.0,0,,1,1125,38.90836,-77.03627
15186581,Brightwood Park,House,1,1.0,1,52,250,52,,0,,3,7,38.95221,-77.01816
15190352,Columbia Heights,House,2,1.0,1,100,0,0,,0,,1,4,38.93275,-77.04422
15194332,Dupont Circle,Condominium,3,1.0,1,184,0,0,95.0,0,within an hour,1,1125,38.9082,-77.04485
15195673,Woodridge,House,5,1.0,0,65,150,45,98.0,1,within an hour,1,1125,38.93244,-76.9666
15205271,Edgewood,Townhouse,2,1.0,1,59,0,0,98.0,1,within an hour,2,1125,38.92184,-77.00946
15205301,Lamont Riggs,Apartment,5,1.0,1,85,150,75,100.0,0,,1,30,38.95647,-77.00073
15206984,Columbia Heights,House,2,2.5,1,52,0,20,91.0,0,within an hour,1,1125,38.92805,-77.02323
15209243,Columbia Heights,Townhouse,2,2.5,1,49,0,20,94.0,0,within an hour,1,1125,38.92759,-77.0239
15212443,Sheridan,House,1,1.0,1,150,0,25,,0,,1,1125,38.86057,-76.98955
15217220,Columbia Heights,Apartment,4,1.0,1,100,0,0,,0,,2,1125,38.93402,-77.02951
15218873,Capitol Hill,Apartment,2,1.0,0,125,0,60,99.0,1,within an hour,1,1125,38.88407,-77.00476
15220694,Twining,Townhouse,6,1.5,3,175,200,150,98.0,1,within an hour,3,28,38.86952,-76.97261
15226811,Columbia Heights,Apartment,2,1.5,1,89,0,40,,0,,7,14,38.93591,-77.03829
15229740,Union Station,Townhouse,1,1.0,1,75,100,75,100.0,0,within a day,3,6,38.89353,-77.00208
15235217,Brookland,House,5,1.0,0,63,0,50,80.0,0,within an hour,1,1125,38.93569,-76.97659
15238308,Howard University,Apartment,1,1.0,1,125,0,0,98.0,0,,7,20,38.91635,-77.02371
15238910,Edgewood,Apartment,2,1.0,1,115,100,0,89.0,0,within an hour,2,31,38.91673,-77.00081
15248451,Capitol Hill,Apartment,4,1.0,2,130,0,60,100.0,0,within a few hours,2,1125,38.88189000000001,-76.98291
15248566,Edgewood,Apartment,2,1.0,1,54,0,20,100.0,0,,1,1125,38.92099,-77.00236
15251629,Downtown,Apartment,5,2.0,2,800,0,100,,0,within a day,3,1125,38.89439,-77.01941
15251965,Downtown,Apartment,3,1.0,1,571,0,100,100.0,0,within a day,2,1125,38.90024,-77.03251999999998
15252343,Downtown,Apartment,3,1.0,1,571,0,100,,0,within a day,2,1125,38.90105,-77.03268
15252636,Downtown,Apartment,3,1.0,1,571,0,100,,0,within a day,2,1125,38.90045,-77.03375
15253221,Downtown,Serviced apartment,5,2.0,2,369,0,100,100.0,0,within a day,2,1125,38.9005,-77.03303000000002
15253437,Downtown,Apartment,5,2.0,2,444,0,100,70.0,0,within a day,2,1125,38.90064,-77.03435999999998
15256300,Ivy City,Apartment,2,1.0,1,60,0,20,96.0,1,within an hour,1,20,38.90719,-76.97975
15257254,Twining,Townhouse,1,1.0,1,96,0,10,100.0,0,,30,30,38.87308,-76.97559
15264519,Downtown,Apartment,5,2.0,2,259,0,100,93.0,0,within a day,2,1125,38.89947,-77.03372
15264645,Union Station,Condominium,5,2.0,2,1500,300,150,,0,,2,3,38.90172000000001,-76.98921999999997
15273279,Sheridan,Townhouse,5,2.5,2,399,0,100,100.0,0,,3,14,38.85613,-76.98770999999998
15280769,Union Station,Apartment,4,1.0,1,125,100,75,96.0,0,within an hour,1,6,38.90137,-76.99606999999997
15284961,Howard University,Apartment,4,1.0,1,180,250,85,96.0,0,within a day,2,90,38.91505,-77.02996
15285217,Spring Valley,House,4,1.0,1,75,200,25,99.0,1,within an hour,1,1125,38.92229,-77.10216
15288203,Brightwood Park,Apartment,4,2.0,2,132,450,90,99.0,1,within an hour,3,365,38.94691,-77.03432
15288749,Union Station,Townhouse,3,1.5,1,120,120,0,99.0,1,within an hour,2,99,38.90583,-76.99883
15307809,Edgewood,Apartment,5,1.0,2,110,0,49,89.0,0,within an hour,1,29,38.91418,-77.00754
15313139,Friendship Heights,House,1,1.0,1,48,300,50,98.0,1,within a day,4,365,38.95223,-77.09676999999998
15322697,Capitol Hill,House,8,3.5,4,520,800,180,100.0,0,within an hour,4,7,38.89138,-76.99795
15322789,Dupont Circle,Apartment,6,1.0,2,225,0,60,99.0,1,within an hour,2,1125,38.91312,-77.0423
15324935,Brightwood Park,Apartment,6,1.0,2,99,0,50,98.0,1,within an hour,2,30,38.9548,-77.01467
15326344,Columbia Heights,Apartment,2,1.0,1,89,0,20,94.0,0,,1,1125,38.92949,-77.01957
15339338,Edgewood,House,1,1.0,1,68,0,10,88.0,0,within a few hours,1,90,38.91316,-77.0094
15339726,Capitol Hill,Apartment,5,1.0,2,1400,0,0,100.0,0,,2,3,38.88951,-77.00165
15340354,Howard University,Apartment,6,1.0,1,200,250,85,93.0,0,within a day,2,1125,38.91471,-77.03031
15341744,Cathedral Heights,Townhouse,1,1.0,1,51,0,25,98.0,1,within an hour,2,7,38.91974,-77.07731
15342498,Hawthorne,Guest suite,3,1.0,1,125,0,55,99.0,1,within an hour,2,1125,38.95514,-77.07186
15342600,Edgewood,Townhouse,1,1.5,1,90,0,60,98.0,0,within an hour,7,90,38.90656,-77.01473
15343221,Union Station,Apartment,4,1.0,1,105,100,90,97.0,1,within an hour,2,7,38.89573,-76.99240999999998
15343995,Dupont Circle,Condominium,2,1.0,0,110,0,70,97.0,1,within an hour,2,1125,38.9154,-77.03588
15344029,Ivy City,Condominium,4,2.0,2,150,100,50,94.0,0,,2,20,38.90088,-76.98366
15344098,Kalorama Heights,Apartment,2,1.0,1,120,0,50,98.0,1,,3,1125,38.92162,-77.04823
15346306,Kalorama Heights,Apartment,3,1.0,1,90,0,0,90.0,0,,2,1125,38.92496,-77.04013
15354249,Ivy City,Townhouse,10,2.5,3,275,350,150,99.0,1,within an hour,2,1125,38.90511,-76.98946
15354943,Southwest Employment Area,Apartment,2,1.0,0,90,100,20,97.0,0,within a few hours,2,3,38.87708,-77.01759
15355000,Edgewood,Condominium,1,1.5,1,65,400,50,,0,within a day,25,500,38.90981,-77.01234000000002
15357277,Howard University,Townhouse,2,1.0,1,50,0,35,94.0,0,within an hour,2,1125,38.91507,-77.02611
15357529,Union Station,Apartment,5,1.0,2,1450,750,50,,0,,2,3,38.89884,-76.98654
15360568,Edgewood,Apartment,3,1.0,1,130,200,50,97.0,1,within an hour,2,90,38.91507,-77.00995999999998
15361296,Columbia Heights,Apartment,4,1.0,2,125,0,50,96.0,0,within an hour,2,60,38.92486,-77.03415
15362006,Union Station,Townhouse,6,1.5,2,699,0,0,,0,,2,7,38.89274,-76.99508
15369535,North Michigan Park,Apartment,6,1.0,2,80,150,75,94.0,0,within a few hours,30,365,38.94367,-76.97677
15373088,Howard University,Apartment,3,1.0,1,109,0,0,97.0,1,within an hour,1,30,38.91646,-77.03073
15397701,Columbia Heights,Apartment,8,1.0,2,95,300,60,96.0,1,within an hour,1,30,38.9342,-77.0295
15398002,Union Station,Apartment,3,1.0,0,100,0,0,90.0,0,within an hour,3,21,38.89519,-76.98926
15399160,Shaw,Guest suite,2,1.0,0,80,250,35,99.0,1,within an hour,3,7,38.91022,-77.02413
15399559,Howard University,Townhouse,2,1.0,1,99,0,0,95.0,0,within an hour,1,1125,38.91847,-77.01545
15404328,Woodridge,House,6,1.0,2,129,299,79,90.0,0,within an hour,14,1125,38.93404,-76.96178
15408045,Ivy City,Apartment,4,1.0,1,100,0,55,99.0,1,within an hour,2,30,38.90499000000001,-76.98888000000002
15409293,Shaw,Guest suite,2,1.0,1,149,0,50,100.0,1,within an hour,2,28,38.91097,-77.02279
15417951,Capitol View,Townhouse,2,1.5,1,42,0,0,87.0,0,,3,100,38.88849,-76.93926
15418736,Edgewood,Townhouse,3,1.0,1,90,300,30,97.0,0,within an hour,2,1125,38.91621,-77.00375
15419112,Shaw,Apartment,6,2.0,2,149,300,175,98.0,1,within an hour,3,89,38.9121,-77.02920999999998
15419652,Union Station,Townhouse,4,1.5,3,325,0,0,100.0,0,,2,1125,38.89644000000001,-77.00296
15419891,Edgewood,Townhouse,3,1.0,1,75,300,30,98.0,0,within an hour,2,1125,38.91541,-77.00533
15420562,Union Station,Guest suite,3,1.0,1,115,0,75,95.0,0,,2,30,38.8985,-77.00119000000002
15420723,Shaw,Apartment,3,1.0,1,199,500,75,,0,,2,1125,38.90662,-77.02481
15421820,Capitol Hill,Townhouse,8,1.5,3,175,250,150,96.0,0,within an hour,3,20,38.887,-76.97711
15422186,Congress Heights,House,9,2.5,3,225,0,125,95.0,1,within an hour,2,1125,38.84735,-76.99605
15423210,Ivy City,Apartment,5,1.0,2,160,150,85,98.0,1,within an hour,2,25,38.90579,-76.98939
15431186,Ivy City,Condominium,4,1.0,2,130,0,50,89.0,0,within an hour,1,30,38.90345,-76.99041
15448800,Dupont Circle,Apartment,2,1.0,1,150,0,0,100.0,0,,2,1125,38.91792,-77.03766999999998
15451584,Cleveland Park,House,14,5.0,5,750,1000,250,100.0,0,within a few hours,6,55,38.93314,-77.06783
15463873,Columbia Heights,House,1,1.0,1,120,0,0,100.0,0,within an hour,1,8,38.93077,-77.04269000000002
15469356,Edgewood,Townhouse,2,0.5,1,85,300,35,97.0,0,within an hour,2,14,38.9149,-77.0032
15470047,Shaw,Condominium,2,1.0,1,149,0,45,93.0,0,,2,1125,38.91014000000001,-77.02624
15475331,Sheridan,Condominium,3,1.0,1,100,110,25,91.0,0,,2,90,38.85657,-76.9969
15483564,Dupont Circle,Condominium,4,2.0,1,127,0,75,99.0,1,within an hour,2,21,38.91535,-77.03837
15490251,Columbia Heights,Apartment,4,1.0,2,140,300,69,97.0,0,,3,20,38.92272,-77.0327
15494076,Union Station,House,8,2.0,4,225,200,110,100.0,0,,4,1125,38.89322,-76.97905
15495164,Brookland,House,4,1.0,1,125,0,0,,0,within a day,3,7,38.93595,-76.98241999999998
15496712,Woodridge,Apartment,1,1.0,1,50,250,40,100.0,0,,1,1125,38.92871,-76.95541999999998
15498455,Capitol View,House,2,1.5,1,125,0,0,100.0,0,,1,3,38.88716,-76.91966
15511169,Union Station,Apartment,6,1.0,2,84,200,55,73.0,0,within a few hours,2,30,38.8929,-76.98227
15511188,Shaw,Apartment,4,1.0,1,120,0,70,97.0,1,within an hour,2,1125,38.90839,-77.0266
15522091,Capitol Hill,Townhouse,3,1.0,1,100,0,20,97.0,0,within an hour,1,1125,38.88744000000001,-76.98679
15522419,Downtown,Apartment,5,2.0,2,298,0,0,98.0,1,within an hour,1,1125,38.90109,-77.02529
15523073,Columbia Heights,Apartment,4,1.0,1,99,300,70,98.0,1,within an hour,2,1125,38.92963,-77.04101999999997
15527828,Southwest Employment Area,Apartment,4,1.0,0,110,0,35,78.0,0,,1,1125,38.8761,-77.01822
15542097,Union Station,Townhouse,8,2.0,3,260,0,200,99.0,1,within an hour,4,21,38.90259,-76.9902
15546278,Capitol Hill,Townhouse,6,2.0,3,290,0,60,98.0,0,within a day,2,9,38.88501,-76.98226
15552175,Shaw,Apartment,4,1.0,1,135,100,125,99.0,1,within a day,3,90,38.91152,-77.03251
15552233,Capitol Hill,Townhouse,4,1.0,1,69,0,50,98.0,1,,2,1125,38.88331,-76.98255
15554376,Dupont Circle,Townhouse,3,2.0,3,225,500,250,95.0,0,,3,180,38.9086,-77.04564
15558485,Hawthorne,Apartment,2,1.0,1,95,0,0,99.0,1,within an hour,2,1125,38.9598,-77.05699
15559034,Capitol Hill,Condominium,3,1.0,2,100,0,50,100.0,0,,4,1125,38.88543,-76.97993000000002
15563711,Capitol Hill,House,4,2.5,2,2000,0,0,,0,,3,7,38.88401,-76.99258
15564599,Ivy City,Guest suite,2,1.0,1,73,0,15,97.0,1,within an hour,1,1125,38.905,-76.98533
15569659,Howard University,House,4,1.5,2,1300,1500,150,,0,,3,5,38.91991,-77.03038000000002
15570285,Capitol Hill,Apartment,2,1.0,0,70,200,49,89.0,0,within a day,5,15,38.88261,-77.0005
