id,neighborhood,property_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,rating,superhost,response_time,minimum_nights,maximum_nights,latitude,longitude
22301416,Ivy City,Guest suite,5,1.0,1,65,0,65,98.0,1,within an hour,1,30,38.90897,-76.98706999999997
22301582,Howard University,Apartment,4,1.0,1,125,250,60,100.0,1,within an hour,1,1125,38.92134,-77.01419
22307862,Dupont Circle,Apartment,4,1.0,0,115,100,25,98.0,0,,3,1125,38.91867,-77.03645
22308024,Union Station,House,6,2.5,3,152,0,0,100.0,0,,3,7,38.90112,-76.99505
22308082,Union Station,Apartment,6,1.0,2,125,200,125,97.0,1,within an hour,2,30,38.89259000000001,-76.98943
22308410,Lamont Riggs,Guest suite,3,1.0,0,80,0,50,98.0,0,,2,1125,38.96955,-77.00867
22323065,Kalorama Heights,Apartment,2,1.0,1,120,250,75,96.0,1,within an hour,1,91,38.921,-77.0434
22326779,Edgewood,Loft,8,2.5,3,130,300,220,94.0,1,within an hour,3,1125,38.91769,-77.00159000000002
22327372,Columbia Heights,Townhouse,2,1.0,1,58,0,60,99.0,0,within an hour,3,45,38.93263,-77.03161999999998
22327854,Shaw,Apartment,2,1.0,1,100,0,35,100.0,0,,2,1125,38.90814,-77.03098
22340064,Capitol Hill,Apartment,4,1.0,1,149,300,85,100.0,1,within an hour,2,10,38.88512,-76.98158000000002
22342450,Kalorama Heights,Apartment,1,1.0,1,28,0,0,100.0,0,,1,1125,38.92065,-77.04517
22342950,Congress Heights,Guest suite,2,1.0,1,100,0,50,100.0,1,within an hour,3,1125,38.84099000000001,-76.99213
22351217,Shaw,Townhouse,8,2.5,3,350,350,125,98.0,1,within an hour,1,1125,38.91168,-77.01956
22352986,Capitol View,Guest suite,4,1.0,1,90,500,25,95.0,0,,1,30,38.87896,-76.92863
22371612,Downtown,Apartment,3,1.0,1,199,0,100,,0,within a day,3,1125,38.89914,-77.03366
22372011,Downtown,Apartment,3,1.0,1,209,0,100,,0,within a day,3,1125,38.89936,-77.03404
22372193,Downtown,Apartment,3,1.0,1,195,0,100,,0,within a day,3,1125,38.90043,-77.03272
22372343,Downtown,Apartment,3,1.0,1,199,0,100,,0,within a day,3,1125,38.90096,-77.03184
22372488,Downtown,Apartment,3,1.0,1,235,0,100,,0,within a day,3,1125,38.89931,-77.03354
22372846,Downtown,Apartment,5,2.0,2,375,0,100,93.0,0,within a day,1,1125,38.90025,-77.03239
22373059,Downtown,Apartment,5,2.0,2,245,0,100,,0,within a day,3,1125,38.89939,-77.03358
22374449,Downtown,Apartment,5,2.0,2,485,0,100,,0,within a day,3,1125,38.89925,-77.03191
22374969,Downtown,Apartment,5,2.0,2,170,0,100,,0,within a day,3,1125,38.89902,-77.03232
22375280,Downtown,Apartment,5,2.0,2,190,0,100,,0,within a day,3,1125,38.90058,-77.03259
22375408,Downtown,Apartment,5,2.0,2,195,0,100,,0,within a day,3,1125,38.89903,-77.03329000000002
22375547,Downtown,Apartment,5,2.0,2,197,0,100,,0,within a day,3,1125,38.90074,-77.03376
22375645,Brightwood Park,Townhouse,3,1.0,1,100,150,80,100.0,1,within a few hours,3,1125,38.93917,-77.01848000000003
22382831,Brightwood Park,Apartment,16,4.0,9,130,400,400,96.0,0,within an hour,2,365,38.95324,-77.01366
22386258,Friendship Heights,House,4,1.0,2,70,0,0,99.0,0,,2,1125,38.96078,-77.08310999999998
22386549,Dupont Circle,Apartment,1,1.0,1,75,0,40,93.0,0,within a day,5,1125,38.90723,-77.03575
22392135,Downtown,Loft,2,1.0,0,98,900,45,97.0,1,within an hour,2,14,38.90529,-77.01973000000002
22395409,Friendship Heights,House,1,1.0,1,250,100,50,,0,,1,2,38.94246,-77.07271
22397505,Historic Anacostia,Guest suite,3,1.0,1,70,500,30,97.0,1,within an hour,3,365,38.8601,-76.98758000000002
22416682,Union Station,Townhouse,2,1.0,1,65,400,0,99.0,1,within an hour,1,7,38.89567,-76.99417
22420915,Columbia Heights,Apartment,3,1.0,1,100,0,20,90.0,0,within an hour,1,1125,38.92384000000001,-77.0344
22437845,Columbia Heights,Guest suite,4,1.0,1,81,350,100,100.0,1,within an hour,3,1125,38.92681,-77.02418
22443658,Twining,Apartment,6,1.0,2,80,0,80,97.0,1,within an hour,2,1125,38.86835,-76.96529
22446196,Columbia Heights,Apartment,4,1.0,1,70,0,80,99.0,1,within an hour,1,20,38.92936,-77.03152
22448594,Capitol Hill,Guest suite,4,1.0,0,84,0,40,98.0,1,,2,90,38.88491,-77.00119000000002
22449965,Downtown,Apartment,4,1.0,1,999,250,125,97.0,1,within an hour,1,1125,38.90121,-77.01218
22449966,Downtown,Apartment,6,2.0,2,999,250,145,92.0,1,within an hour,1,1125,38.9015,-77.01012
22450175,Brightwood Park,Townhouse,3,1.0,1,60,0,40,99.0,1,within an hour,1,30,38.93944000000001,-77.02835999999998
22455225,Union Station,Townhouse,7,2.5,3,285,500,220,99.0,1,within an hour,3,1125,38.8963,-77.00352
22455813,Dupont Circle,Apartment,2,1.0,0,100,0,0,73.0,0,,1,20,38.91328,-77.03891
22477494,Shaw,Apartment,2,1.0,1,55,0,15,90.0,0,,1,21,38.90662,-77.0294
22479866,Takoma,House,1,1.0,1,35,250,100,100.0,1,within an hour,45,364,38.96859,-77.02548
22483774,Union Station,Townhouse,4,1.0,1,72,0,12,100.0,0,,3,15,38.89871,-76.9887
22487052,Georgetown,Apartment,3,1.0,1,140,100,90,96.0,1,within a few hours,2,360,38.90688,-77.06636999999998
22493531,Brightwood Park,Apartment,2,1.0,1,35,0,25,100.0,1,within a day,7,76,38.94047,-77.02806
22496638,Columbia Heights,Apartment,4,1.0,1,80,100,60,99.0,0,within a day,2,12,38.93291,-77.04432
22498730,Brightwood Park,Townhouse,7,2.0,4,299,299,150,98.0,1,within an hour,3,1125,38.94891,-77.0197
22504339,Friendship Heights,Condominium,4,2.0,2,125,0,0,,0,,3,1125,38.94749,-77.08019
22506452,Columbia Heights,Apartment,3,1.5,1,51,0,0,100.0,0,,4,1125,38.93251,-77.02515
22513442,Capitol Hill,Apartment,2,1.0,1,24,0,55,98.0,1,within an hour,4,1125,38.8782,-76.98414
22516176,Brookland,Apartment,4,1.0,1,90,0,45,97.0,0,within an hour,2,29,38.92654,-76.99029
22516816,Takoma,House,1,1.0,1,75,0,0,,0,within an hour,3,90,38.96719,-77.02665
22526002,Fairfax Village,Condominium,4,1.0,2,207,0,125,100.0,0,within an hour,3,1125,38.86272,-76.95008
22526776,Edgewood,Apartment,4,1.0,0,79,250,40,98.0,1,within an hour,1,29,38.91606,-77.00431999999998
22528979,Woodridge,Townhouse,2,1.0,1,50,0,20,100.0,0,,1,1125,38.92274000000001,-76.95886999999998
22530963,Twining,Apartment,4,1.0,1,65,250,75,98.0,1,within an hour,2,21,38.86797,-76.94874
22534980,Edgewood,Townhouse,2,1.0,1,79,0,20,,0,,2,1125,38.91394,-77.00905999999998
22535385,Edgewood,Apartment,4,1.0,1,70,500,40,99.0,1,within an hour,1,300,38.91179,-77.00555
22548086,Woodridge,Guest suite,4,1.0,0,99,1501,50,100.0,0,,2,7,38.93978,-76.97849000000002
22553714,Union Station,Apartment,5,1.0,2,89,0,30,100.0,0,,1,1125,38.90429,-77.0053
22553831,Southwest Employment Area,Apartment,3,1.0,1,75,0,0,,0,,2,7,38.87576,-77.01583000000002
22553946,Edgewood,House,4,1.0,1,60,0,40,96.0,1,within an hour,1,30,38.91885,-77.01029
22554380,Howard University,Apartment,6,2.0,2,125,0,75,97.0,1,within an hour,2,1125,38.91578,-77.01561
22566196,Columbia Heights,Apartment,2,1.0,0,99,100,30,86.0,0,,5,100,38.92101,-77.03318
22568357,Shaw,Loft,3,1.0,0,71,150,60,99.0,1,within an hour,1,365,38.91306,-77.03339
22573620,Downtown,Townhouse,1,1.0,1,82,0,35,94.0,1,within an hour,2,365,38.90443,-77.02745999999998
22579740,Edgewood,Apartment,4,1.0,1,95,0,40,96.0,1,,2,1125,38.91357,-77.00350999999998
22579751,Cathedral Heights,Guest suite,2,1.0,1,95,0,50,99.0,1,within a day,3,27,38.91987,-77.07451999999998
22583236,Columbia Heights,Apartment,4,1.0,1,60,100,25,96.0,1,,2,31,38.92784,-77.02888
22595540,Columbia Heights,Apartment,4,1.0,1,78,200,65,97.0,0,within an hour,2,30,38.93468,-77.03174
22596561,Columbia Heights,Condominium,2,1.0,1,50,0,0,,0,,1,1125,38.92978,-77.03067
22596624,Georgetown,House,3,1.0,2,90,0,65,97.0,1,within a day,2,1125,38.91473,-77.07098
22599372,Union Station,House,8,2.5,3,189,100,125,96.0,0,,2,30,38.90515,-76.99896
22601117,Shaw,Apartment,4,1.0,1,130,0,50,90.0,0,,3,3,38.90704,-77.02705
22601186,Historic Anacostia,House,1,0.0,1,75,0,0,100.0,0,,2,420,38.86104,-76.97801
22610265,Near Southeast,Townhouse,2,1.5,1,150,350,75,100.0,1,within an hour,2,180,38.87856,-77.00041
22611546,Edgewood,Townhouse,4,1.5,1,85,100,115,99.0,1,within an hour,3,10,38.90861,-77.01556
22617173,Congress Heights,Guest suite,2,1.0,0,75,150,65,97.0,1,within an hour,2,21,38.84371,-76.98996
22618081,Dupont Circle,Townhouse,2,3.5,1,110,0,70,93.0,0,within an hour,1,1000,38.91172,-77.0456
22627083,Edgewood,Townhouse,4,1.0,1,100,0,0,95.0,0,,2,9,38.90934,-77.01126
22633189,Dupont Circle,Townhouse,3,1.0,1,79,250,35,99.0,1,within an hour,3,28,38.91475,-77.03475999999998
22633496,Downtown,Other,3,1.0,1,215,0,100,100.0,0,within a few hours,3,1125,38.90054,-77.03215
22635130,River Terrace,Guest suite,3,1.0,2,59,0,40,96.0,0,within an hour,3,14,38.89272,-76.95085
22635161,Dupont Circle,Townhouse,1,2.5,1,80,0,70,96.0,0,within an hour,1,400,38.91172,-77.04573
22652521,Columbia Heights,Condominium,2,1.0,1,50,0,100,100.0,1,within an hour,1,1125,38.92805,-77.02490999999998
22653176,Downtown,Other,5,2.0,2,272,0,100,100.0,0,within a few hours,3,1125,38.89986,-77.03303000000002
22653398,Downtown,Other,5,2.0,2,272,0,100,,0,within a few hours,3,1125,38.89986,-77.03303000000002
22670474,Capitol Hill,Guesthouse,6,1.0,1,33,0,10,89.0,0,within an hour,1,150,38.87908,-76.9888
22670476,Cleveland Park,Condominium,4,1.0,1,97,0,40,100.0,0,,6,11,38.93494000000001,-77.05429000000002
22670678,Dupont Circle,Condominium,6,2.0,2,350,350,150,98.0,1,within an hour,2,1125,38.91509,-77.03659
22670776,Capitol Hill,Bed and breakfast,6,1.0,1,30,0,10,75.0,0,within an hour,1,1125,38.8777,-76.98809
22671304,Howard University,Townhouse,2,1.0,1,41,250,30,100.0,1,within an hour,3,28,38.91582,-77.0337
22671528,North Cleveland Park,Apartment,3,1.0,2,100,0,60,100.0,1,,2,1125,38.94862,-77.06769
22690411,Shaw,Apartment,4,1.0,1,110,250,65,100.0,1,within an hour,3,31,38.91159,-77.03130999999998
22691885,Capitol Hill,Bed and breakfast,8,1.0,1,35,0,10,92.0,0,within an hour,1,1125,38.87744,-76.98926
22692174,Capitol Hill,Bed and breakfast,6,1.0,1,35,0,10,78.0,0,within an hour,1,1125,38.87738,-76.98785
22698405,Shaw,Townhouse,2,1.0,1,119,0,24,96.0,0,,2,1125,38.90958,-77.0199
22704423,Shaw,Condominium,6,1.0,1,129,300,70,99.0,1,within an hour,1,1125,38.90872,-77.02835
22705219,Edgewood,Townhouse,2,1.5,1,38,0,45,90.0,1,within an hour,1,1125,38.91755,-77.01083
22712422,Takoma,Apartment,4,1.0,1,75,0,70,99.0,1,within an hour,1,21,38.9577,-77.01281
22718715,Union Station,Apartment,4,1.0,1,75,250,65,99.0,1,within an hour,2,1125,38.89431,-76.98435
22718758,Union Station,Townhouse,4,1.0,1,125,250,100,98.0,1,within an hour,2,1125,38.89238,-76.98953
22719519,Brightwood Park,Guest suite,4,1.0,1,80,0,75,,0,within a few hours,2,30,38.94833,-77.02173
22720444,Dupont Circle,Condominium,2,1.0,1,66,0,50,97.0,0,within an hour,5,125,38.9184,-77.03546999999998
22727412,Capitol Hill,Townhouse,8,2.5,3,298,100,125,97.0,1,within an hour,2,1125,38.89013,-76.98274
22731835,Columbia Heights,Apartment,3,1.0,0,65,0,0,75.0,0,,2,1125,38.93694,-77.03758
22735044,Capitol Hill,Guest suite,6,1.0,2,125,200,75,98.0,1,within an hour,2,10,38.88979000000001,-76.98250999999998
22741406,Twining,House,6,2.5,1,1500,0,140,100.0,0,,1,20,38.87287,-76.96234
22743676,Brightwood Park,Apartment,2,1.0,1,82,100,25,95.0,1,within an hour,2,23,38.96005,-77.036
22743952,North Cleveland Park,Guest suite,2,1.0,1,69,250,100,98.0,1,within a few hours,20,1125,38.94823,-77.05797
22745173,Shaw,House,16,4.0,5,900,1500,400,97.0,0,within an hour,2,180,38.91197,-77.02556
22748167,Columbia Heights,Condominium,2,1.0,1,91,0,0,100.0,0,within a few hours,1,1125,38.93282,-77.02168
22758551,Brightwood Park,Apartment,5,2.5,2,125,100,75,94.0,0,within a few hours,3,1125,38.95512,-77.02046
22765683,Shaw,Apartment,4,1.0,1,103,0,60,,0,,2,4,38.91037,-77.02725
22768259,Brightwood Park,Guest suite,6,1.0,2,130,0,80,99.0,1,within an hour,1,30,38.93886,-77.02835999999998
22770489,Twining,Townhouse,10,1.0,3,195,100,75,88.0,0,within a few hours,1,21,38.86739,-76.98254
22773755,Edgewood,Townhouse,3,1.0,1,65,0,25,97.0,1,within an hour,1,30,38.9209,-77.00333
22774782,Brightwood Park,Apartment,4,1.0,1,120,250,40,100.0,1,within an hour,2,30,38.93946,-77.01973000000002
22784246,Columbia Heights,House,2,1.0,1,59,100,0,91.0,0,within an hour,1,1125,38.9363,-77.03147
22785589,Edgewood,Townhouse,6,2.0,2,129,0,98,99.0,1,within an hour,1,30,38.91911,-77.01015
22791223,Columbia Heights,Guest suite,4,1.0,0,76,0,49,97.0,1,within an hour,2,1125,38.9316,-77.02192
22792088,Cleveland Park,Apartment,3,1.0,0,115,250,55,95.0,0,within an hour,3,29,38.93434,-77.05842
22794533,Ivy City,Townhouse,1,1.0,1,85,0,0,,0,,5,105,38.905,-76.98529
22795780,Kalorama Heights,House,2,1.5,1,70,1500,75,98.0,1,within an hour,60,150,38.91949,-77.04264
22797620,Brightwood Park,Guest suite,8,1.0,2,109,250,75,90.0,0,within an hour,1,27,38.93897,-77.02691
22798280,Brightwood Park,Guest suite,4,1.0,1,59,250,50,94.0,0,within an hour,1,27,38.94024,-77.02532
22807715,Dupont Circle,Apartment,2,1.0,1,165,0,125,100.0,1,within an hour,90,1125,38.91041,-77.04337
22808265,Brightwood Park,Guest suite,4,1.0,0,65,300,40,99.0,1,within an hour,2,29,38.94402,-77.03589000000002
22811023,Dupont Circle,House,6,2.0,2,350,350,150,98.0,1,within an hour,2,1120,38.91427,-77.03575
22812681,Capitol Hill,Townhouse,6,1.0,2,189,250,60,99.0,0,,3,90,38.88164,-76.99609
22823466,Columbia Heights,Apartment,4,1.0,1,95,0,35,96.0,0,within an hour,2,1125,38.9258,-77.02511
22825478,Capitol Hill,Guest suite,4,1.0,1,150,200,50,97.0,1,within an hour,1,1125,38.88928,-76.99859000000002
22827210,North Michigan Park,House,1,1.0,1,35,0,0,,0,,1,1125,38.9461,-76.99085
22846785,Brightwood Park,Apartment,4,1.0,2,106,250,100,83.0,0,within an hour,2,365,38.95371,-77.0144
22846942,Brightwood Park,Apartment,6,1.0,2,106,250,100,92.0,0,within an hour,2,365,38.95201,-77.01401
22849113,Spring Valley,House,2,1.0,1,50,200,20,87.0,0,within an hour,1,1125,38.91166,-77.08851999999997
22849373,Spring Valley,House,1,1.0,1,48,150,50,85.0,0,within an hour,1,1125,38.91274,-77.09045
22861067,Downtown,Apartment,2,1.0,1,89,0,35,98.0,1,within an hour,2,1125,38.90543,-77.01956
22866512,Brightwood Park,Apartment,6,1.0,2,107,250,100,90.0,0,within an hour,2,365,38.95216,-77.01371999999998
22866636,Columbia Heights,Townhouse,1,1.0,1,38,0,10,96.0,0,within an hour,1,1125,38.93009,-77.03635
22868248,Columbia Heights,House,1,1.0,1,31,0,10,95.0,0,within an hour,1,1125,38.92991,-77.03573
22868680,Capitol Hill,Apartment,4,1.0,1,155,500,100,100.0,1,within a few hours,18,180,38.88737,-76.99818
22869117,Columbia Heights,House,1,1.0,1,26,0,10,95.0,0,within an hour,1,1125,38.93189,-77.03612
22869346,Columbia Heights,House,1,1.0,1,26,0,10,95.0,0,within an hour,1,1125,38.93069000000001,-77.03629000000002
22869513,Columbia Heights,House,1,1.0,1,31,0,10,97.0,0,within an hour,1,1125,38.93182,-77.03621
22879113,Brightwood Park,Guest suite,5,1.0,3,82,0,45,87.0,0,within an hour,2,28,38.95557,-77.02355
22881391,Dupont Circle,Townhouse,6,2.5,2,247,300,104,98.0,1,within an hour,1,365,38.90964,-77.04678
22881806,Ivy City,House,2,1.0,1,75,0,50,99.0,1,,1,30,38.90295,-76.98083000000003
22884737,Edgewood,Townhouse,8,2.0,2,148,350,100,90.0,0,within an hour,2,365,38.91344,-77.01616999999997
22888617,Brightwood Park,House,15,3.5,5,895,500,200,92.0,0,within an hour,10,1124,38.95511,-77.03624
22889193,Spring Valley,Apartment,2,1.0,1,90,100,60,97.0,1,within an hour,3,60,38.90651,-77.0826
22889391,Brightwood Park,House,2,1.0,1,59,200,40,94.0,0,within an hour,1,21,38.93903,-77.02628
22893510,Takoma,Guest suite,4,1.0,0,128,500,100,97.0,0,,3,1125,38.96392,-77.01801
22898966,Edgewood,Townhouse,12,3.5,4,326,500,200,89.0,0,within an hour,2,365,38.91236,-77.0158
22916511,Brookland,Guest suite,2,1.0,1,37,200,25,73.0,0,within a few hours,2,365,38.92297,-76.97452
22921760,Howard University,Apartment,2,1.0,1,149,0,25,100.0,0,,2,1125,38.91518,-77.03314
22923604,Columbia Heights,House,6,2.0,5,244,500,130,100.0,0,,1,1125,38.93099,-77.04097
22935253,Shaw,Apartment,2,1.0,1,99,0,0,95.0,0,within an hour,1,30,38.90607,-77.02051
22943780,Dupont Circle,Apartment,3,1.0,1,39,0,0,100.0,0,,6,7,38.90994,-77.03697
22952311,Takoma,Condominium,2,1.0,1,74,0,40,98.0,0,within a day,2,1125,38.95522,-77.00929000000002
22953793,Columbia Heights,Townhouse,1,1.0,1,39,0,0,90.0,0,,1,1125,38.9332,-77.04241999999998
22955757,Dupont Circle,Condominium,3,1.0,1,65,0,25,100.0,0,,1,1125,38.91672,-77.0351
22957626,Downtown,Apartment,6,2.0,2,155,500,75,95.0,0,within an hour,1,1125,38.89975,-77.01191999999998
22960291,Ivy City,Apartment,2,1.0,1,100,0,15,,0,,2,1125,38.91412,-76.98535
22969453,Columbia Heights,Guest suite,3,1.0,1,67,0,69,99.0,1,,2,20,38.92607,-77.02916
22970066,Dupont Circle,Apartment,1,1.0,1,36,0,10,99.0,1,within an hour,2,7,38.91179,-77.04072
22979964,Downtown,Apartment,6,2.0,2,155,500,75,96.0,0,within an hour,1,1125,38.90126,-77.01026
22979974,Lamont Riggs,Condominium,4,1.0,1,62,0,43,96.0,0,,1,30,38.94436,-77.00683000000002
22982846,Lamont Riggs,House,4,1.0,1,75,500,25,88.0,0,within a day,30,180,38.96187000000001,-77.00003000000002
22990710,Friendship Heights,House,7,2.5,3,95,0,125,97.0,1,,3,365,38.96048,-77.0816
22992916,Lamont Riggs,Townhouse,2,1.0,1,95,0,8,100.0,0,,1,4,38.95839,-76.99719
22995477,West End,Condominium,3,1.0,0,150,0,50,89.0,0,within an hour,3,365,38.90061,-77.05083
22999950,Columbia Heights,Condominium,10,3.5,3,260,100,80,96.0,1,within an hour,2,30,38.93188,-77.02077
23000371,Downtown,Apartment,2,1.0,1,100,0,0,,0,,2,1125,38.89378,-77.02171
23004319,Columbia Heights,Apartment,6,1.0,1,110,0,85,99.0,1,within an hour,1,1125,38.9249,-77.02665999999998
23004615,Capitol Hill,Townhouse,4,1.5,2,180,200,50,95.0,1,within an hour,2,5,38.8783,-76.99157
23017583,Ivy City,House,4,1.0,1,73,150,80,94.0,0,within an hour,2,30,38.90705,-76.97837
23020913,Brightwood Park,Townhouse,2,1.0,1,93,250,68,98.0,1,within an hour,2,1125,38.94225,-77.01413000000002
23024886,Capitol Hill,Townhouse,4,1.0,1,95,0,40,100.0,1,within an hour,3,30,38.87827,-76.99104
23028237,Union Station,Townhouse,2,1.0,0,80,0,35,98.0,1,,3,1125,38.89866,-76.99351999999998
23034323,Dupont Circle,Apartment,3,1.0,1,125,0,60,99.0,1,,1,1125,38.91206,-77.03541
23037498,Columbia Heights,Townhouse,2,1.0,1,65,200,45,94.0,0,within a few hours,2,14,38.9291,-77.02838
23040718,Cleveland Park,Apartment,4,2.0,2,159,0,150,100.0,0,within an hour,9,1120,38.92435,-77.05265
23045163,Edgewood,Condominium,2,1.0,1,45,0,0,100.0,0,,2,1125,38.92028,-77.00044
23053269,Shaw,House,4,1.0,2,135,0,50,89.0,0,within an hour,1,15,38.90967,-77.02027
23062368,Edgewood,Condominium,5,1.0,2,60,0,50,91.0,0,,2,1125,38.92108,-77.00798
23069548,Dupont Circle,Townhouse,1,1.0,1,60,0,30,100.0,1,within an hour,3,10,38.91122,-77.03913
23070585,Mayfair,House,2,1.0,1,35,0,0,98.0,1,within a few hours,2,14,38.89452,-76.93295
23076322,Lamont Riggs,Townhouse,2,1.0,1,35,0,35,98.0,0,,2,20,38.95451,-76.99535999999998
23076529,Kalorama Heights,House,6,2.0,3,350,0,250,97.0,1,within an hour,3,1124,38.91652,-77.04899999999998
23077094,Edgewood,Guest suite,2,1.0,1,70,1250,40,99.0,1,within an hour,2,1125,38.9132,-77.01098
23078865,Capitol Hill,Apartment,4,1.0,1,115,100,50,98.0,1,within an hour,3,14,38.88145,-77.00312
23078937,Hawthorne,Condominium,2,1.0,1,205,0,125,95.0,0,,3,30,38.96048,-77.07263
23090614,Friendship Heights,House,5,1.0,3,195,0,100,99.0,0,within an hour,3,356,38.94833,-77.07592
23100130,Downtown,Apartment,6,2.0,2,155,500,75,97.0,0,within an hour,1,1125,38.89925,-77.01065
23101507,Union Station,House,4,1.0,0,78,0,25,95.0,1,within an hour,2,14,38.89746,-76.97071
23101522,Spring Valley,House,6,3.5,4,450,0,150,97.0,0,within an hour,3,365,38.93145,-77.08787
23101979,Edgewood,Guest suite,4,1.0,1,90,0,50,96.0,1,within an hour,1,1125,38.9166,-77.00391
23102166,Downtown,Condominium,1,1.0,1,90,0,10,95.0,1,within a few hours,1,1125,38.90189,-77.0207
23105556,Edgewood,House,2,1.0,1,50,0,30,70.0,0,,2,1125,38.91288,-77.00431999999998
23107694,Capitol Hill,Guest suite,5,1.0,0,110,0,35,99.0,1,within an hour,1,1125,38.88853,-76.9779
23107862,Capitol Hill,Condominium,3,1.5,1,75,0,50,93.0,0,,3,1125,38.88639000000001,-76.97740999999998
23111121,Ivy City,Guest suite,4,1.0,0,70,100,25,95.0,1,within an hour,1,5,38.90562,-76.97896999999998
23119723,Brookland,Townhouse,2,1.0,1,36,200,0,95.0,0,,5,1125,38.91846,-76.98376
23120583,Shaw,Townhouse,4,2.0,2,189,0,50,96.0,1,within an hour,3,1125,38.90897,-77.02868000000002
23139332,Columbia Heights,Apartment,6,1.0,1,75,0,55,97.0,1,within an hour,1,35,38.93465,-77.02771
23142655,West End,Apartment,2,1.0,1,139,0,150,100.0,0,within an hour,29,300,38.90668,-77.05006
23148309,Shaw,Apartment,4,1.0,0,55,0,40,93.0,0,within an hour,2,1125,38.90716,-77.02467
23170552,Edgewood,Guest suite,2,1.0,1,70,200,35,98.0,1,within an hour,1,1125,38.92105,-77.01016
23171436,Capitol Hill,Guest suite,3,1.0,1,125,250,75,97.0,1,within an hour,2,90,38.8888,-76.99299
23171514,Shaw,Guest suite,2,1.0,0,121,250,75,94.0,1,within an hour,2,90,38.91115,-77.02826999999998
23178932,Southwest Employment Area,Townhouse,2,1.5,1,75,0,0,100.0,0,,3,1125,38.87646,-77.00968
23186561,Howard University,Condominium,4,2.0,2,200,2000,150,96.0,0,within an hour,2,1125,38.9169,-77.02473
23188483,Georgetown,Guest suite,3,1.0,0,115,500,12,99.0,0,within a day,60,1125,38.90918,-77.06345999999998
23190741,Mayfair,House,2,1.0,1,40,0,10,95.0,0,within an hour,1,90,38.89788,-76.9357
23190751,Edgewood,Townhouse,1,1.0,1,65,0,0,100.0,1,within an hour,35,1124,38.91945,-77.00532
23192392,Edgewood,Apartment,3,1.0,0,65,0,50,98.0,0,,2,90,38.92214,-77.00774
23207718,Edgewood,Apartment,7,1.0,3,200,500,50,91.0,0,within an hour,1,1125,38.90693,-77.01085
23236188,Brookland,Townhouse,3,1.0,0,65,100,0,96.0,1,within a few hours,7,120,38.9269,-76.99246
23247406,Union Station,Townhouse,6,2.5,3,113,250,0,100.0,1,within an hour,3,12,38.89417,-76.99516
23249805,Capitol Hill,Townhouse,2,1.0,1,89,300,40,93.0,0,,3,5,38.89184,-76.98616
23268645,Ivy City,Townhouse,2,1.0,1,50,0,33,96.0,1,within an hour,1,14,38.90843,-76.98586
23271762,Union Station,Townhouse,13,2.5,4,235,0,200,80.0,1,within an hour,14,45,38.90212,-76.99068
23272143,Lamont Riggs,House,3,1.0,1,89,150,50,93.0,0,within a few hours,2,30,38.95557,-76.99293
23274279,Union Station,House,2,1.0,1,65,0,0,100.0,0,,1,1125,38.89826,-76.98848000000002
23304101,Howard University,Apartment,2,1.0,1,119,300,100,93.0,1,within an hour,3,89,38.91766,-77.01764
23309447,Cleveland Park,Loft,2,1.0,0,100,0,40,100.0,1,within an hour,3,1125,38.93753,-77.05248
23319771,Howard University,Apartment,3,1.0,1,135,0,20,98.0,1,within an hour,90,1125,38.91627,-77.0242
23323086,Edgewood,House,4,1.0,0,99,0,60,97.0,1,within an hour,1,1125,38.9122,-77.01621
23332291,Edgewood,Apartment,5,1.0,2,98,0,85,98.0,1,within an hour,1,1124,38.91423,-77.01004
23348887,Capitol Hill,Apartment,2,1.0,1,130,0,75,96.0,1,within a few hours,3,14,38.88843,-76.99945
23353683,Capitol Hill,Apartment,3,1.0,1,120,0,15,100.0,0,,1,5,38.88335,-76.99776
23357913,Ivy City,Townhouse,8,1.5,2,130,500,30,97.0,1,within an hour,2,365,38.90822,-76.98745
23360784,Columbia Heights,Apartment,1,1.0,1,65,500,129,91.0,0,within an hour,60,750,38.93191,-77.02716
23368804,Congress Heights,Townhouse,6,2.5,3,185,2000,145,100.0,1,within an hour,3,1125,38.83936,-77.00095999999998
23370625,Union Station,Apartment,4,1.0,1,120,100,75,94.0,0,within an hour,1,6,38.90439,-76.99486999999998
23371128,Ivy City,Condominium,4,1.0,2,118,500,30,93.0,1,,2,12,38.90694000000001,-76.98903
23379032,Union Station,House,4,2.0,2,100,5000,95,100.0,0,,3,1125,38.89932,-76.98419
23380225,Brightwood Park,Apartment,2,1.0,1,70,0,60,100.0,0,,15,1125,38.93576,-77.02613000000002
23380375,Edgewood,Guest suite,4,1.0,0,110,0,20,97.0,1,within an hour,3,120,38.91796,-77.00657
23395269,Columbia Heights,Apartment,3,1.0,0,77,400,50,93.0,0,within a day,2,14,38.92635,-77.02505
23409975,Brightwood Park,Guest suite,3,1.0,1,43,250,100,97.0,1,within an hour,9,66,38.9467,-77.02617
23411026,Hawthorne,House,6,2.0,3,225,3500,300,99.0,0,within a day,90,300,38.96149000000001,-77.06679
23411377,Capitol Hill,Guest suite,2,1.0,0,109,400,0,93.0,0,within an hour,3,61,38.8814,-76.98605
23419709,Union Station,Townhouse,14,5.0,6,495,1000,245,98.0,0,within an hour,3,28,38.90126,-76.98924
