neighborhood,property_type,accommodates,bathrooms,bedrooms,price,cleaning_fee,rating,superhost,response_time,latitude,longitude
Union Station,Townhouse,4,1.0,1,112,100,90.0,No,within an hour,38.89891,-76.99285
Union Station,Townhouse,5,3.5,2,119,90,96.0,Yes,,38.89869,-76.9792
Shaw,Condominium,1,1.0,1,100,0,98.0,No,within a day,38.90699,-77.02489
Union Station,Apartment,2,1.0,1,47,45,98.0,Yes,within a few hours,38.89302,-76.97599
Brightwood Park,Apartment,4,1.0,1,75,65,94.0,No,a few days or more,38.94779000000001,-77.0338
Columbia Heights,Condominium,3,1.0,1,149,83,99.0,Yes,within an hour,38.92271,-77.0287
Dupont Circle,Apartment,2,1.0,1,70,0,80.0,No,,38.91821,-77.0392
Brightwood Park,Apartment,4,1.0,1,100,65,99.0,Yes,within an hour,38.94922,-77.02637
Brightwood Park,House,2,1.0,1,98,50,100.0,No,within a day,38.95227,-77.01911
Columbia Heights,Apartment,3,1.0,1,95,65,99.0,Yes,within an hour,38.93488,-77.04476
Capitol Hill,House,1,1.0,1,159,0,,No,within a few hours,38.88544,-76.99205
Dupont Circle,Apartment,4,1.0,1,175,45,100.0,No,,38.91247,-77.0373
Shaw,Apartment,2,1.0,1,250,0,100.0,No,,38.90792,-77.03118
Capitol Hill,Townhouse,6,2.0,3,225,0,96.0,Yes,within a few hours,38.88876,-76.98076999999998
Shaw,Apartment,4,1.0,1,190,85,97.0,No,,38.90958,-77.01888000000002
Union Station,Townhouse,2,1.0,1,120,40,88.0,No,,38.89701,-76.99925999999998
Capitol Hill,Condominium,2,1.0,1,125,49,93.0,No,within an hour,38.88266,-76.98863
Shaw,Condominium,6,2.0,2,400,0,,No,,38.91373,-77.01833
Capitol Hill,Apartment,4,1.0,0,135,75,94.0,No,within a day,38.88879,-77.00038
Edgewood,Condominium,2,1.5,1,139,65,100.0,No,,38.91046,-77.01227
Columbia Heights,Condominium,1,1.0,1,105,75,100.0,Yes,within an hour,38.92745,-77.02505
Dupont Circle,Apartment,4,1.0,1,121,95,96.0,Yes,within an hour,38.91204000000001,-77.04003
Columbia Heights,Condominium,2,1.0,1,95,50,100.0,No,,38.93492,-77.03805
Columbia Heights,House,2,1.0,1,65,25,99.0,Yes,within an hour,38.93412,-77.02373
Brightwood Park,Apartment,3,1.0,0,80,60,95.0,No,within a few hours,38.9516,-77.01946
Dupont Circle,Apartment,4,1.0,1,140,80,96.0,Yes,within a day,38.90681,-77.04549
Edgewood,Condominium,8,2.5,2,185,120,96.0,Yes,within an hour,38.919,-77.00994
Union Station,Apartment,4,1.0,1,115,85,96.0,No,within an hour,38.90036,-77.00093000000003
Kalorama Heights,Apartment,4,2.0,2,175,60,96.0,No,,38.91258,-77.04948
Capitol Hill,House,10,3.5,5,495,225,95.0,No,within an hour,38.89064000000001,-76.99849
Brightwood Park,House,3,1.0,2,61,10,93.0,No,,38.94458,-77.02473
Capitol Hill,House,6,1.0,1,39,10,100.0,No,within an hour,38.87929000000001,-76.98737
Capitol Hill,Apartment,7,1.0,2,220,100,92.0,No,within an hour,38.88286,-76.99369
Brightwood Park,Apartment,3,1.0,1,110,0,100.0,Yes,within an hour,38.94223,-77.0248
Dupont Circle,Townhouse,3,1.0,1,150,50,99.0,Yes,within an hour,38.9069,-77.04635
Edgewood,House,7,3.5,4,250,305,97.0,No,within an hour,38.92519,-77.00728000000002
Edgewood,Apartment,2,1.0,1,100,130,92.0,No,within an hour,38.92519,-77.00728000000002
Edgewood,Apartment,4,1.0,1,115,50,98.0,Yes,within an hour,38.91586,-77.01019000000002
Shaw,House,8,2.5,3,369,149,99.0,Yes,within an hour,38.91011,-77.02616
Shaw,Apartment,3,2.0,1,150,100,100.0,No,,38.90945,-77.02805
Edgewood,Apartment,4,1.0,1,80,64,94.0,No,within an hour,38.91481,-77.01359000000002
Columbia Heights,House,8,2.0,2,330,110,98.0,Yes,within an hour,38.92235,-77.02785
Edgewood,Townhouse,2,1.0,1,40,0,99.0,Yes,within an hour,38.92165,-77.00303000000002
Columbia Heights,House,6,2.5,3,300,50,100.0,No,,38.92936,-77.04204
Columbia Heights,Apartment,2,1.0,1,70,0,,No,,38.92215,-77.03065
Edgewood,Townhouse,4,1.0,2,52,0,,No,within a few hours,38.90944,-77.01548000000003
Shaw,Condominium,6,1.0,2,129,89,100.0,Yes,within an hour,38.90964,-77.02772
Capitol Hill,House,1,1.0,1,35,10,90.0,No,within an hour,38.8793,-76.98964000000002
Capitol Hill,House,1,1.0,1,35,10,93.0,No,within an hour,38.87769,-76.98952
Capitol Hill,House,1,1.0,1,35,10,90.0,No,within an hour,38.87884,-76.9876
Columbia Heights,Townhouse,2,1.0,1,50,0,100.0,No,,38.93168,-77.01934
Dupont Circle,Apartment,3,1.0,0,149,50,100.0,No,,38.91026,-77.04016
Columbia Heights,Condominium,10,3.5,3,260,80,95.0,Yes,within an hour,38.93046,-77.02096999999998
Brightwood Park,Townhouse,6,2.0,3,300,250,,Yes,within an hour,38.9463,-77.02632
Union Station,House,1,1.0,1,100,100,20.0,No,within a few hours,38.8941,-77.00206
Union Station,Apartment,4,1.0,1,110,75,97.0,Yes,within an hour,38.89877,-76.99587
Columbia Heights,Townhouse,2,1.0,1,76,90,99.0,No,within a few hours,38.92057,-77.03265
Columbia Heights,Apartment,5,1.0,0,90,30,98.0,No,,38.92362,-77.03546
Brightwood Park,Apartment,4,1.0,1,130,55,98.0,No,within an hour,38.9392,-77.01952
Columbia Heights,Townhouse,4,2.0,2,150,50,,No,,38.92826,-77.02962
Union Station,Townhouse,1,1.5,1,69,49,99.0,Yes,within an hour,38.90386,-77.00044
Union Station,Apartment,4,1.0,1,101,70,97.0,Yes,within an hour,38.90421,-76.99856
Columbia Heights,Apartment,2,1.0,1,80,70,80.0,No,within an hour,38.9333,-77.02075
Columbia Heights,Apartment,2,1.0,1,85,75,,No,within an hour,38.93299,-77.01897
Columbia Heights,Apartment,2,1.0,1,70,70,100.0,No,within an hour,38.93183,-77.01916
Columbia Heights,Apartment,2,1.0,1,70,70,100.0,No,within an hour,38.93185,-77.01889
Kalorama Heights,Condominium,2,1.0,1,89,50,100.0,No,,38.92005,-77.04163
Dupont Circle,Condominium,3,1.0,1,135,75,89.0,No,within a few hours,38.90664,-77.03777
Columbia Heights,Apartment,4,2.0,2,150,80,98.0,No,within an hour,38.93298,-77.01909
Union Station,Townhouse,8,2.5,3,161,100,98.0,Yes,within an hour,38.89417,-76.98635999999998
Capitol Hill,Apartment,4,1.0,1,175,0,100.0,No,within a few hours,38.89089,-76.9965
Union Station,Townhouse,6,3.5,3,150,199,96.0,Yes,,38.90132,-76.98824
Union Station,Apartment,6,1.0,2,130,120,98.0,No,within an hour,38.89334,-76.98076
Kalorama Heights,Apartment,4,1.0,1,120,0,95.0,Yes,within an hour,38.92297,-77.04578000000002
Columbia Heights,Apartment,4,1.0,1,65,65,95.0,No,within an hour,38.92988,-77.04068000000002
Union Station,Apartment,4,1.0,1,250,55,96.0,Yes,within an hour,38.90418,-76.99614
Capitol Hill,House,2,1.0,0,75,100,100.0,No,within an hour,38.89198,-76.99864000000002
Columbia Heights,House,1,2.0,1,66,0,92.0,No,within a few hours,38.93406,-77.03147
Shaw,Townhouse,9,2.5,3,325,200,98.0,Yes,within an hour,38.90908,-77.01994
Edgewood,Apartment,4,1.0,1,77,50,100.0,Yes,within an hour,38.9168,-77.0079
Shaw,Townhouse,2,1.0,1,109,25,99.0,Yes,within an hour,38.90725,-77.02937
Capitol Hill,Townhouse,6,1.0,1,159,41,97.0,Yes,within an hour,38.88429,-76.99089000000002
Capitol Hill,Apartment,1,1.0,1,35,75,100.0,Yes,within an hour,38.87938,-76.98309
Columbia Heights,Townhouse,6,2.5,3,209,115,99.0,Yes,within an hour,38.92401,-77.02594
Union Station,Apartment,2,1.0,1,90,85,100.0,Yes,within an hour,38.89891,-76.9889
Edgewood,Condominium,2,1.0,0,130,0,,No,within a day,38.9143,-77.01154
Union Station,Apartment,4,1.0,1,85,40,89.0,No,within an hour,38.90186,-76.99153000000003
Union Station,Townhouse,3,1.0,1,140,45,97.0,Yes,within an hour,38.89479,-76.98369
Shaw,Apartment,2,1.0,1,195,10,,No,,38.90702,-77.03357
Union Station,Apartment,4,1.0,1,95,65,96.0,Yes,within an hour,38.89469,-76.97994
Union Station,Townhouse,2,1.0,1,70,50,99.0,Yes,within an hour,38.89326,-76.9808
Capitol Hill,Townhouse,3,1.0,1,150,70,100.0,No,,38.87789,-76.98957
Dupont Circle,Apartment,2,1.0,0,125,50,97.0,No,within an hour,38.91757,-77.03733000000003
Columbia Heights,House,8,2.5,3,219,150,96.0,Yes,within an hour,38.93435,-77.0247
Columbia Heights,Apartment,4,1.0,0,92,0,80.0,No,,38.93594,-77.03742
Union Station,Apartment,3,1.0,1,120,60,98.0,Yes,within a day,38.89258,-76.99327
Union Station,Apartment,4,1.0,2,95,65,94.0,No,within an hour,38.89529,-76.98179
Edgewood,Townhouse,5,2.0,2,137,80,99.0,Yes,within an hour,38.90871,-77.01449000000002
Columbia Heights,House,11,3.0,4,299,250,98.0,Yes,within an hour,38.92764,-77.02280999999998
Union Station,Apartment,2,1.0,1,65,75,100.0,No,within a day,38.89638,-76.97671
Dupont Circle,Apartment,2,1.0,0,80,25,90.0,No,within an hour,38.91508,-77.03966
Columbia Heights,House,1,2.0,1,48,0,90.0,No,within a few hours,38.93406,-77.03147
Union Station,Townhouse,10,3.5,4,149,149,100.0,Yes,within an hour,38.8932,-76.98018
Brightwood Park,Townhouse,1,1.5,1,50,25,100.0,No,,38.93796,-77.03161
Edgewood,Townhouse,5,1.0,3,165,40,100.0,No,within a few hours,38.91218,-77.01054
Capitol Hill,House,4,1.0,1,50,85,98.0,Yes,,38.8825,-77.00662
Columbia Heights,Apartment,2,1.0,1,59,20,95.0,Yes,,38.92864,-77.02939
Union Station,Condominium,4,1.0,0,150,50,97.0,No,within an hour,38.90299,-76.99916
Columbia Heights,Townhouse,2,2.5,1,65,10,93.0,No,a few days or more,38.92925,-77.01916999999997
Columbia Heights,Apartment,2,1.0,1,75,75,100.0,Yes,within an hour,38.93478,-77.03486
Union Station,Apartment,5,1.0,1,109,110,90.0,Yes,within an hour,38.89269,-76.97664
Edgewood,Apartment,6,1.5,2,135,100,87.0,No,within an hour,38.90969000000001,-77.00918
Dupont Circle,Apartment,1,1.0,1,77,0,80.0,No,,38.9186,-77.03732
Columbia Heights,Apartment,2,1.0,0,80,0,87.0,No,,38.93356,-77.03636999999998
Union Station,Townhouse,1,2.0,1,65,95,100.0,No,,38.89539,-76.99070999999998
Edgewood,Apartment,3,1.0,1,159,95,99.0,Yes,within an hour,38.91479,-77.01353
Capitol Hill,House,1,1.0,1,29,10,85.0,No,within an hour,38.87931,-76.98935999999998
Kalorama Heights,Apartment,1,1.0,1,48,0,,No,,38.91849000000001,-77.04445
Columbia Heights,Apartment,3,1.0,1,80,0,88.0,No,,38.93074,-77.03833
Capitol Hill,Townhouse,3,1.0,1,95,30,93.0,No,within an hour,38.88269,-76.97809000000002
Capitol Hill,Condominium,2,1.0,0,75,50,93.0,No,within an hour,38.88574000000001,-76.98422
Capitol Hill,Condominium,3,1.0,1,75,75,93.0,No,within an hour,38.88531,-76.98441
Dupont Circle,Townhouse,1,3.5,1,99,0,,No,,38.91627,-77.04103
Capitol Hill,Apartment,2,1.0,0,95,35,100.0,Yes,within an hour,38.88429,-77.00461999999997
Union Station,House,4,1.0,1,241,73,,No,within an hour,38.89839,-76.99231999999998
Edgewood,House,3,1.0,1,65,20,95.0,No,,38.91584,-77.00625
Columbia Heights,Townhouse,1,1.0,1,55,25,95.0,No,within an hour,38.92362,-77.02793
Dupont Circle,Townhouse,1,1.5,1,70,30,100.0,Yes,within an hour,38.91475,-77.03553000000002
Shaw,Apartment,3,1.0,1,109,70,100.0,Yes,within a few hours,38.90806,-77.02705999999998
Dupont Circle,Apartment,2,1.0,1,112,10,94.0,Yes,,38.9148,-77.04158000000002
Union Station,House,6,1.5,3,450,0,,No,,38.89734,-77.00119000000002
Capitol Hill,Townhouse,6,2.5,3,400,100,,No,,38.87803,-76.98925
Columbia Heights,House,1,1.0,1,58,25,100.0,No,,38.92989,-77.03945
Dupont Circle,Apartment,3,1.0,1,135,25,97.0,Yes,within an hour,38.91532,-77.04014000000002
Dupont Circle,Apartment,2,1.0,0,125,40,99.0,Yes,within an hour,38.91072,-77.03564
Shaw,Apartment,2,1.0,1,86,75,100.0,No,,38.91029,-77.02098000000002
Capitol Hill,Townhouse,7,2.5,4,250,150,100.0,No,,38.88125,-76.99987
Capitol Hill,Apartment,3,1.0,0,150,70,94.0,No,within an hour,38.88289,-76.99195
Shaw,Apartment,1,1.0,1,39,40,100.0,No,,38.90923,-77.0212
Brightwood Park,Condominium,2,1.0,1,99,49,96.0,No,within an hour,38.94225,-77.03388000000002
Union Station,Apartment,4,1.0,1,81,100,92.0,No,within an hour,38.89671,-76.97751
Capitol Hill,Apartment,2,1.0,1,75,80,96.0,Yes,,38.88466,-76.98156999999998
Columbia Heights,Condominium,5,2.0,2,120,0,100.0,No,,38.93544,-77.04155
Dupont Circle,House,8,2.5,4,450,190,99.0,No,within an hour,38.91644,-77.03973
Columbia Heights,Townhouse,6,2.5,2,165,125,97.0,Yes,within an hour,38.93333,-77.03698
Columbia Heights,Apartment,6,1.0,3,185,75,95.0,No,,38.92042,-77.03509
Capitol Hill,Apartment,2,1.0,1,85,7,96.0,No,,38.88904,-76.99663000000002
Columbia Heights,Apartment,6,1.0,2,120,89,97.0,Yes,within an hour,38.93194,-77.02644000000002
Edgewood,Townhouse,5,1.5,2,167,110,100.0,No,within an hour,38.91345,-77.00702
Capitol Hill,Apartment,5,1.0,2,185,125,98.0,No,within a day,38.88697,-76.99582
Dupont Circle,Apartment,2,1.0,1,75,67,96.0,No,within an hour,38.91232,-77.04678
Capitol Hill,Apartment,4,1.0,0,130,50,98.0,Yes,within an hour,38.886,-76.99231999999998
Dupont Circle,Apartment,4,1.0,0,125,35,93.0,No,within an hour,38.9128,-77.03779
Dupont Circle,Condominium,1,1.0,0,67,0,80.0,No,within a few hours,38.91436,-77.03511999999998
Edgewood,Apartment,5,1.0,2,168,89,95.0,No,,38.9153,-77.00859
Union Station,House,4,1.5,3,165,65,96.0,Yes,within an hour,38.89245,-76.99683
Capitol Hill,House,1,1.0,1,34,10,40.0,No,within an hour,38.87743,-76.98926
Capitol Hill,House,4,1.0,1,34,10,92.0,No,within an hour,38.87926,-76.98921999999997
Capitol Hill,House,1,1.0,1,34,10,87.0,No,within an hour,38.87748,-76.98884
Capitol Hill,Townhouse,6,3.5,3,200,0,100.0,No,,38.89123,-76.99183000000002
Edgewood,Apartment,4,1.0,1,91,75,96.0,Yes,within an hour,38.91049,-77.01607
Capitol Hill,House,4,1.5,2,189,30,99.0,Yes,within an hour,38.88266,-76.98503000000002
Dupont Circle,Apartment,2,1.0,1,91,40,73.0,No,,38.90861,-77.03535
Capitol Hill,House,5,1.5,2,195,65,96.0,Yes,within a day,38.88357,-77.00131
Brightwood Park,House,2,1.0,1,40,0,100.0,No,,38.94713,-77.02438000000002
Columbia Heights,Apartment,4,1.0,1,100,0,100.0,No,,38.93216,-77.03737
Brightwood Park,Apartment,4,1.0,0,75,60,98.0,Yes,within an hour,38.9543,-77.03426
Brightwood Park,Apartment,2,1.0,1,85,60,99.0,Yes,within an hour,38.94294,-77.02107
Shaw,Condominium,6,2.5,2,150,100,100.0,No,,38.9057,-77.01612
Edgewood,Apartment,3,1.0,1,100,40,,No,,38.91945,-77.00384
Edgewood,Townhouse,6,1.5,2,175,50,95.0,No,within an hour,38.91574,-77.0063
Columbia Heights,Apartment,3,1.0,0,63,48,100.0,Yes,within an hour,38.92767,-77.0233
Kalorama Heights,Apartment,4,1.0,1,150,60,97.0,Yes,within an hour,38.92477,-77.0416
Capitol Hill,Townhouse,6,1.0,2,199,95,96.0,Yes,within an hour,38.88561,-77.00135
Brightwood Park,Condominium,2,1.0,1,80,0,100.0,No,,38.95733,-77.0213
Columbia Heights,Condominium,1,1.0,1,150,0,100.0,No,,38.92518,-77.03403
Edgewood,House,2,1.0,1,75,100,99.0,Yes,within an hour,38.91804000000001,-77.0062
Shaw,House,8,2.0,3,400,115,100.0,No,within a day,38.90935,-77.02979
Dupont Circle,Apartment,2,1.0,0,80,9,100.0,Yes,within an hour,38.91622,-77.03674000000002
Columbia Heights,Townhouse,10,1.5,3,139,200,100.0,No,within an hour,38.92959000000001,-77.02204
Capitol Hill,Apartment,4,1.0,1,144,75,99.0,Yes,within an hour,38.88742,-76.99755
Dupont Circle,Apartment,4,1.0,1,70,60,88.0,No,,38.91498,-77.04271
Edgewood,House,5,4.0,3,445,166,100.0,No,within an hour,38.9109,-77.01434
Dupont Circle,Condominium,3,1.0,1,105,0,100.0,No,,38.91474,-77.04359000000002
Dupont Circle,Condominium,2,1.0,1,81,0,93.0,No,within an hour,38.91023,-77.04075999999998
Shaw,Apartment,5,2.0,2,175,95,91.0,No,within an hour,38.90948,-77.03036
Shaw,Condominium,4,1.0,1,79,24,99.0,Yes,within an hour,38.90978,-77.02748000000003
Columbia Heights,Apartment,4,1.0,1,85,20,100.0,No,,38.92932,-77.03434
Shaw,Apartment,5,2.0,2,175,95,92.0,No,within an hour,38.90911,-77.02871
Columbia Heights,Apartment,4,1.0,1,99,50,93.0,No,,38.93116,-77.04128
Brightwood Park,Apartment,4,1.0,1,50,40,91.0,No,within an hour,38.94851,-77.01815
Columbia Heights,Townhouse,4,2.0,1,75,6,96.0,No,,38.92412,-77.03055
Dupont Circle,Apartment,3,1.0,0,130,50,100.0,No,,38.91736,-77.0364
Capitol Hill,Townhouse,2,1.0,1,150,75,100.0,Yes,,38.88299,-76.99723
Capitol Hill,Apartment,3,1.0,0,125,45,99.0,Yes,within an hour,38.89155,-76.98877
Columbia Heights,Townhouse,4,2.0,1,75,6,97.0,No,,38.92398,-77.02944000000002
Union Station,Apartment,5,1.0,1,109,75,97.0,Yes,,38.89925,-76.99029
Columbia Heights,Apartment,4,1.0,1,95,30,100.0,No,within an hour,38.93135,-77.03843
Capitol Hill,House,3,1.5,1,55,30,98.0,Yes,within an hour,38.88763,-76.98236999999997
Brightwood Park,Condominium,5,1.0,1,115,50,97.0,Yes,within a day,38.93898,-77.0343
Shaw,Townhouse,6,2.0,3,250,175,95.0,No,,38.90685,-77.02595
Capitol Hill,Apartment,3,1.0,1,115,80,98.0,Yes,within an hour,38.8838,-77.00694
Shaw,Townhouse,1,1.0,1,100,0,100.0,No,,38.91181,-77.03114000000002
Union Station,Apartment,2,1.0,1,115,45,96.0,Yes,within an hour,38.89288,-76.97704
Kalorama Heights,Apartment,2,1.0,1,114,0,,No,,38.91874,-77.04287
Dupont Circle,Condominium,4,1.0,1,149,95,100.0,Yes,within an hour,38.91673,-77.04165
Dupont Circle,Apartment,2,1.5,1,83,70,100.0,No,within an hour,38.91616,-77.03895
Columbia Heights,Apartment,2,1.0,1,30,80,88.0,No,within an hour,38.93434,-77.02618000000002
Dupont Circle,Apartment,6,2.0,2,89,110,90.0,No,within an hour,38.91198,-77.047
Dupont Circle,Apartment,2,1.0,1,75,65,93.0,No,within an hour,38.9118,-77.0471
Dupont Circle,Townhouse,6,2.5,3,171,145,95.0,No,within an hour,38.91237,-77.03681999999998
Columbia Heights,Townhouse,2,2.0,1,75,6,94.0,No,,38.92384000000001,-77.0312
Edgewood,Townhouse,4,1.0,2,79,85,92.0,No,within an hour,38.91932,-77.01248000000002
Shaw,Townhouse,7,1.0,2,150,100,92.0,Yes,within an hour,38.90935,-77.02161
Columbia Heights,Townhouse,7,2.5,3,225,125,93.0,No,within a few hours,38.93569,-77.03033
Columbia Heights,Condominium,4,1.0,1,150,25,99.0,Yes,a few days or more,38.9334,-77.0319
Dupont Circle,Apartment,2,1.0,0,110,50,95.0,Yes,within an hour,38.91216,-77.03925
Columbia Heights,Apartment,4,1.0,2,82,75,97.0,Yes,within an hour,38.93081,-77.03041999999998
Columbia Heights,House,5,2.0,3,200,50,100.0,No,within a day,38.93264,-77.03694
Capitol Hill,Apartment,4,1.0,2,190,75,94.0,No,,38.88983,-76.99246
Columbia Heights,Condominium,2,1.0,1,80,35,98.0,Yes,within an hour,38.9315,-77.03208000000002
Union Station,Apartment,2,1.0,1,51,35,97.0,No,within an hour,38.90589,-77.00594
Union Station,Townhouse,4,1.5,2,175,75,99.0,Yes,,38.89419,-76.99226999999998
Capitol Hill,House,5,2.5,2,175,195,96.0,Yes,within an hour,38.89168,-76.98741
Union Station,Apartment,2,1.0,1,50,30,94.0,No,within an hour,38.90591,-77.00673
Capitol Hill,Apartment,1,1.0,1,48,25,97.0,Yes,within an hour,38.88425,-76.99332
Kalorama Heights,Townhouse,2,1.5,1,149,35,100.0,Yes,within an hour,38.91617,-77.04377
Columbia Heights,Apartment,5,1.0,2,135,55,98.0,No,within an hour,38.92754,-77.0274
Union Station,House,1,1.5,1,30,10,100.0,No,,38.90296,-76.99623000000003
Union Station,Apartment,4,1.0,1,160,50,92.0,No,within an hour,38.89562,-76.99722
Dupont Circle,Townhouse,2,3.5,1,90,0,,No,,38.9155,-77.0358
Kalorama Heights,Apartment,2,1.0,1,120,70,97.0,Yes,within an hour,38.91996,-77.04683
Dupont Circle,Condominium,2,1.0,1,100,25,97.0,No,,38.91556,-77.043
Edgewood,Apartment,3,1.0,1,90,50,100.0,Yes,within an hour,38.91789,-77.01305
Brightwood Park,House,3,1.0,1,110,25,98.0,No,within an hour,38.94099,-77.03441
Union Station,House,7,1.5,3,249,195,98.0,Yes,within an hour,38.90025,-77.00248
Brightwood Park,House,1,1.0,1,100,0,100.0,No,,38.94528,-77.02462
Capitol Hill,Apartment,2,1.0,1,100,30,99.0,Yes,within a few hours,38.89172,-76.99801
Columbia Heights,Condominium,4,1.0,1,80,80,93.0,No,,38.92599000000001,-77.03353
Brightwood Park,House,2,1.0,1,60,10,100.0,Yes,within an hour,38.9564,-77.0186
Brightwood Park,House,6,2.5,2,195,120,100.0,Yes,within a few hours,38.94289000000001,-77.03501
Dupont Circle,Apartment,4,1.0,1,154,64,99.0,Yes,within an hour,38.90783,-77.03536
Brightwood Park,Apartment,4,1.0,1,98,60,97.0,Yes,within an hour,38.93972,-77.03516
Edgewood,Apartment,2,1.0,1,80,40,98.0,Yes,within an hour,38.9129,-77.0124
Columbia Heights,Condominium,6,2.0,2,191,89,95.0,Yes,within an hour,38.93171,-77.03181
Capitol Hill,House,2,1.0,0,87,80,97.0,Yes,within an hour,38.8793,-76.99558
Brightwood Park,Apartment,1,2.0,1,39,20,100.0,No,within an hour,38.93807,-77.02335
Union Station,Condominium,2,1.0,1,105,50,100.0,No,,38.89404,-76.98472
Brightwood Park,House,2,1.0,1,46,10,100.0,No,within an hour,38.95739,-77.0361
Kalorama Heights,Apartment,4,1.0,1,131,0,100.0,Yes,within an hour,38.92019000000001,-77.03957
Dupont Circle,Apartment,5,1.0,2,179,49,97.0,No,within an hour,38.91421,-77.03518000000003
Brightwood Park,Townhouse,8,1.5,3,271,85,97.0,No,within an hour,38.95307,-77.02091999999998
Union Station,Apartment,4,1.0,1,104,50,98.0,Yes,within a few hours,38.90317,-76.99531
Union Station,Townhouse,4,2.5,3,250,0,,No,,38.89998,-76.99203
Union Station,House,2,1.0,0,149,50,91.0,No,within an hour,38.89855,-76.98895
Brightwood Park,House,2,1.0,1,55,30,97.0,Yes,within an hour,38.9465,-77.02594
Dupont Circle,Apartment,4,1.0,2,175,50,98.0,Yes,within an hour,38.9133,-77.03793
Columbia Heights,Townhouse,2,1.0,2,60,40,90.0,No,within an hour,38.92613,-77.02628
Union Station,Townhouse,2,1.0,1,74,20,,No,within an hour,38.90519000000001,-77.00034000000002
Union Station,Apartment,4,1.0,1,84,100,92.0,No,within an hour,38.89756,-76.97756
Capitol Hill,House,4,1.0,2,129,100,96.0,Yes,within an hour,38.88,-76.99627
Shaw,Apartment,2,1.0,1,85,50,94.0,No,within an hour,38.91014000000001,-77.0213
Union Station,Apartment,2,1.0,1,119,75,97.0,Yes,,38.89331,-76.98662
Edgewood,Townhouse,2,1.5,1,50,0,100.0,No,,38.92049,-77.00148
Capitol Hill,Townhouse,8,1.5,3,213,110,99.0,Yes,within an hour,38.88463,-76.99311
Columbia Heights,House,2,1.0,1,58,12,89.0,No,within an hour,38.93666,-77.03241
Edgewood,Townhouse,8,3.0,4,289,125,100.0,No,within an hour,38.91761,-77.01208000000003
Edgewood,Townhouse,1,1.0,1,35,39,94.0,No,within an hour,38.91311,-77.0136
Edgewood,Townhouse,2,1.0,1,46,20,99.0,Yes,within an hour,38.91765,-77.00419000000002
Kalorama Heights,Apartment,2,1.0,0,86,20,,No,,38.91186,-77.0493
Edgewood,Townhouse,4,1.0,1,120,79,94.0,No,within an hour,38.90809,-77.01073000000002
Dupont Circle,Apartment,2,1.0,1,65,65,97.0,No,within an hour,38.91421,-77.03844000000002
